road,education,electricity,internet,employment,poverty,votes
7,2,5,1,3,6,481
2,10,2,3,7,6,662
10,5,9,6,3,7,924
10,5,4,2,7,9,847
1,1,6,6,0,6,443
10,7,9,4,5,2,861
2,7,10,7,6,10,948
8,1,6,8,7,6,845
0,0,7,7,1,0,351
4,4,5,10,7,8,966
2,0,1,9,10,8,733
5,5,7,8,8,2,856
7,1,1,0,6,8,526
3,9,4,7,5,1,750
7,4,10,7,8,4,903
0,0,4,7,0,3,288
7,3,7,0,9,1,720
7,7,4,3,8,4,767
4,5,9,10,0,6,775
5,7,10,5,5,8,867
1,2,2,3,7,6,517
10,3,7,10,4,2,809
3,9,6,9,3,2,695
9,3,4,6,1,8,637
10,2,2,5,4,10,767
10,9,4,9,9,1,959
4,7,4,2,0,1,444
10,0,7,7,2,1,606
9,2,10,9,8,6,968
8,0,5,0,6,0,447
1,1,2,5,4,8,485
10,5,3,3,1,3,506
0,3,0,6,10,8,674
1,10,5,2,0,4,513
0,10,5,0,6,1,570
6,7,0,6,0,0,499
9,6,9,4,0,8,842
8,9,6,6,6,10,995
8,7,3,10,2,4,753
0,8,10,2,7,2,672
1,0,1,6,0,3,235
10,2,2,4,8,4,660
4,7,10,1,4,3,636
3,0,1,2,3,0,257
1,7,2,3,0,4,424
9,9,4,10,5,7,994
4,3,7,2,1,2,425
5,1,2,6,10,1,671
10,1,0,5,0,8,584
3,1,8,2,5,1,531
10,10,3,10,2,4,931
9,1,7,1,4,5,657
7,3,4,3,4,3,560
3,5,6,7,2,7,668
3,3,9,4,10,8,780
10,10,10,4,9,7,993
9,3,1,5,5,8,723
1,7,4,5,9,7,765
6,4,5,1,7,4,582
6,5,0,4,5,8,666
4,0,3,3,10,3,469
1,10,8,4,0,8,762
9,1,2,10,9,6,832
6,10,4,10,9,4,982
0,8,2,7,6,8,675
9,7,5,9,0,9,907
9,2,6,8,8,3,876
3,2,7,9,6,6,750
7,2,4,8,10,9,935
2,4,7,0,4,3,471
9,5,5,1,4,9,786
10,6,5,2,7,0,647
0,9,9,5,6,7,881
7,5,3,4,2,6,577
9,2,1,10,7,1,616
5,1,5,4,8,1,585
9,10,2,10,10,4,942
9,1,6,2,10,7,810
5,7,0,7,1,7,632
0,1,9,6,2,10,642
0,0,6,3,0,4,334
4,10,2,7,10,5,820
3,9,0,5,4,5,567
9,7,4,7,0,6,739
9,0,10,9,0,2,713
0,5,9,9,6,4,769
5,1,1,9,10,3,589
2,1,9,7,9,6,754
4,3,9,9,7,10,912
9,8,1,10,6,10,964
7,0,8,5,6,0,628
4,3,9,9,9,4,956
0,10,6,0,10,8,820
4,2,5,10,8,6,801
10,5,5,3,6,9,845
4,6,6,9,10,10,999
9,2,3,4,8,5,720
5,7,1,8,10,8,861
10,0,10,5,2,7,766
0,9,2,0,10,8,666
10,6,6,7,4,2,829
4,10,1,0,6,9,672
8,6,8,2,4,1,595
6,4,7,9,1,2,727
10,9,2,5,6,8,884
6,6,7,3,3,9,798
9,9,9,7,8,0,933
5,8,3,8,1,4,710
10,9,2,6,1,7,773
5,3,9,3,4,10,726
6,3,0,10,6,6,686
10,7,0,1,4,6,642
5,1,10,7,5,6,755
2,1,10,7,9,0,663
7,3,6,0,5,2,553
9,5,0,8,6,10,877
10,4,8,1,10,3,818
2,1,0,10,5,6,548
3,5,3,7,0,2,556
8,2,6,0,8,4,624
9,9,7,3,4,9,908
9,2,7,10,9,10,920
7,8,7,2,10,8,948
0,9,5,3,3,9,652
0,2,4,8,8,8,693
2,10,7,3,1,7,673
0,0,0,1,0,1,50
6,2,0,1,4,4,412
3,7,5,9,7,3,770
3,1,0,3,10,1,431
9,8,5,10,4,1,878
3,1,2,9,5,1,433
3,5,5,3,9,5,674
5,6,3,2,6,8,690
8,4,10,2,0,1,629
4,1,4,3,0,10,472
2,7,6,4,7,3,636
7,0,10,8,4,4,851
0,2,1,9,0,0,315
8,7,9,6,9,6,993
4,9,5,4,8,7,905
5,10,9,3,2,5,780
5,0,9,1,5,5,582
8,2,5,8,8,1,780
6,8,8,1,5,1,727
1,0,1,8,1,4,286
8,2,9,2,2,9,698
4,1,6,7,9,5,797
1,6,1,7,7,10,722
10,3,10,0,2,2,655
3,5,10,5,1,3,577
4,0,5,5,9,2,619
4,9,9,5,7,5,952
4,0,6,8,2,3,511
1,10,3,1,9,9,717
2,7,0,8,0,8,543
3,7,6,8,7,5,817
7,2,5,8,8,5,800
2,0,6,8,7,6,665
2,8,8,7,7,6,840
9,3,5,6,7,6,900
9,4,7,10,9,9,981
1,4,8,8,0,3,539
9,10,9,9,8,0,955
3,6,3,9,4,7,744
10,2,2,4,0,3,458
4,0,5,4,6,7,566
4,3,9,7,8,2,714
7,6,7,9,7,5,914
0,7,3,2,9,3,572
9,4,3,9,8,1,799
8,1,5,10,10,6,872
7,3,6,7,9,3,796
0,9,5,5,0,5,571
1,2,7,1,8,0,395
6,1,10,6,3,10,911
0,2,8,10,1,4,646
6,7,10,9,5,10,998
8,10,1,9,1,3,687
0,1,6,1,4,10,602
5,6,6,8,3,10,874
1,0,3,8,9,0,552
1,0,10,6,5,8,746
6,1,1,4,4,1,389
7,9,4,8,2,3,741
6,1,10,8,10,3,893
2,2,0,0,1,5,224
5,4,2,7,6,9,684
0,8,6,3,3,8,644
8,4,1,0,5,5,519
0,5,5,1,3,1,349
10,7,7,10,5,8,976
9,7,7,8,7,3,996
9,1,1,0,5,6,591
7,2,0,3,2,5,460
3,5,10,5,4,2,606
8,5,1,10,0,5,679
2,3,1,10,0,4,464
1,1,6,9,7,8,776
5,7,9,7,5,7,946
6,9,2,7,4,8,810
0,6,6,10,1,5,625
1,7,10,0,3,8,664
10,7,2,2,8,2,703
9,5,7,6,10,3,969
8,8,3,4,5,6,817
8,10,9,10,9,6,990
5,9,9,6,7,5,965
10,1,2,4,1,6,524
0,8,4,5,4,0,416
5,2,2,6,0,2,312
3,3,1,10,6,5,648
0,4,9,8,2,6,624
1,1,2,1,3,10,402
1,3,3,4,4,9,557
6,8,8,4,2,2,723
7,5,9,0,3,7,683
9,2,3,9,1,8,755
6,4,10,5,0,7,754
8,3,1,1,1,10,548
3,4,6,6,2,0,536
4,7,5,5,4,2,647
1,1,3,7,8,7,566
1,9,10,7,10,2,914
3,1,7,7,9,4,741
1,4,6,8,3,4,602
5,2,7,7,5,0,559
6,3,3,4,2,1,515
6,7,7,10,7,6,986
7,5,2,4,6,10,842
5,1,10,3,2,7,645
5,7,8,9,5,10,984
3,10,8,6,8,0,775
3,5,6,0,7,6,633
10,9,2,5,8,9,990
0,4,4,7,4,7,619
6,5,4,5,7,9,787
7,8,1,1,0,9,648
3,8,7,7,3,4,716
7,3,6,9,6,5,868
7,2,0,9,3,7,703
5,8,7,9,0,3,744
1,4,1,5,8,6,629
2,3,1,9,10,6,665
3,4,7,2,0,5,555
7,3,10,1,4,4,596
1,5,10,7,6,2,677
9,4,6,7,1,10,936
1,10,7,1,2,6,631
0,2,3,9,7,7,643
10,6,5,10,7,1,950
9,9,3,8,5,2,818
8,5,7,3,4,3,741
3,3,6,0,9,0,533
4,5,4,8,10,6,859
4,10,2,5,5,4,622
4,1,6,9,3,0,579
1,7,6,2,5,9,642
0,4,7,10,4,0,577
3,2,10,3,5,3,581
9,9,1,8,1,2,690
10,0,2,1,10,8,719
7,4,7,6,8,10,899
0,2,7,0,0,8,421
8,2,2,4,8,1,542
3,1,5,5,4,8,602
8,6,5,3,9,3,705
6,9,9,6,1,6,860
4,10,10,3,2,1,697
7,7,6,5,2,2,691
8,0,4,9,6,2,687
7,0,3,0,3,4,447
3,2,0,3,8,0,395
4,8,3,10,1,3,731
6,3,9,6,9,4,939
10,1,4,6,0,3,549
9,6,4,8,10,1,913
0,10,1,5,10,7,816
6,6,0,1,8,3,591
8,10,1,1,1,1,505
1,2,9,1,2,6,477
10,0,7,8,4,5,753
6,5,0,2,9,0,471
2,9,6,4,0,6,545
0,2,1,5,9,5,464
2,2,8,8,2,10,783
0,1,2,4,9,2,350
7,1,1,3,1,6,357
5,8,8,1,6,5,777
1,6,1,6,4,8,636
10,9,5,3,1,9,872
8,5,9,4,4,4,819
4,8,4,5,0,5,609
8,0,8,1,1,0,437
6,7,2,8,5,1,633
2,5,5,3,9,3,694
1,10,8,4,9,6,961
6,4,4,8,10,7,894
5,5,5,6,10,6,889
1,7,4,1,7,1,459
2,0,4,10,3,0,445
5,2,8,9,8,10,989
5,1,3,7,2,7,630
9,8,6,10,3,9,941
3,7,6,0,7,1,482
4,4,7,8,6,9,927
4,8,3,3,6,2,594
7,9,10,6,6,6,934
6,4,6,5,9,10,934
9,10,3,9,1,0,764
2,7,7,1,3,6,655
9,10,5,9,3,3,928
2,6,6,6,4,6,712
4,4,2,1,5,10,576
8,5,8,8,6,5,923
6,9,5,3,6,0,611
6,10,0,2,8,3,713
4,2,6,7,6,0,535
9,1,0,9,7,5,672
1,10,7,6,7,7,849
0,6,7,2,1,1,353
4,4,4,7,9,3,636
7,3,2,10,7,8,896
5,9,6,6,10,4,982
0,8,10,3,10,6,902
6,7,3,6,6,10,826
10,3,8,6,1,4,822
6,9,8,6,7,3,919
7,1,6,1,10,7,671
4,8,7,7,8,10,900
5,8,2,0,7,8,781
0,8,8,7,5,6,777
4,4,4,3,10,9,730
5,2,2,10,2,9,727
4,1,7,8,4,1,550
1,6,6,8,8,2,726
0,7,0,1,8,5,466
4,8,7,1,7,7,794
4,0,6,1,6,3,470
7,0,5,2,7,5,614
4,9,0,0,4,7,579
4,10,3,8,9,3,881
7,7,0,8,4,3,710
0,2,4,5,7,6,550
10,8,1,7,7,1,765
1,8,6,4,7,5,696
7,2,9,6,2,1,569
0,1,2,10,8,6,691
0,8,5,3,1,10,565
7,9,4,10,9,10,916
5,6,4,0,3,0,416
9,8,3,4,7,9,914
7,10,1,3,7,3,681
10,7,4,5,4,6,857
5,9,3,4,0,6,549
8,4,3,3,0,4,537
6,1,0,9,1,5,504
2,4,8,6,8,4,680
9,1,10,0,1,6,660
6,4,1,6,9,8,794
6,2,6,7,10,9,929
7,2,1,1,0,3,333
4,4,0,5,6,8,605
3,4,3,2,3,10,635
4,7,2,8,6,6,818
1,10,7,10,7,10,938
1,9,3,7,3,9,693
1,3,8,1,8,7,614
2,3,9,2,7,5,626
0,2,9,8,4,7,741
3,1,10,8,4,5,774
9,2,5,5,5,10,812
9,7,8,10,8,8,974
8,6,4,4,2,7,724
9,1,6,7,9,4,854
10,4,4,7,3,0,659
5,1,5,7,2,2,476
7,1,0,2,1,8,495
2,8,4,3,10,10,866
5,4,9,9,4,1,803
0,1,0,6,8,5,443
7,0,5,5,4,7,644
3,5,10,3,2,10,804
9,9,6,9,5,10,970
2,2,8,2,4,7,522
10,5,4,6,9,10,934
3,8,2,0,2,6,552
8,1,10,1,5,3,742
8,4,6,1,6,0,640
2,5,1,10,2,7,669
8,0,9,6,5,7,819
6,2,1,9,0,0,481
1,6,9,2,5,10,745
6,1,9,7,1,0,463
6,6,3,2,0,2,512
8,10,8,0,3,9,933
5,3,9,3,5,5,622
0,0,2,7,1,9,450
4,2,2,8,9,0,571
2,6,8,1,2,0,466
6,4,4,7,4,5,696
1,1,8,3,3,0,339
3,8,1,1,8,0,470
3,9,7,3,7,4,723
4,4,1,7,0,9,558
9,6,4,5,5,3,781
0,1,3,6,3,7,469
3,7,4,0,2,2,373
6,4,6,6,4,3,657
7,2,4,0,2,8,532
5,4,1,7,7,2,589
5,3,2,5,0,9,584
7,6,1,7,9,2,764
3,2,1,0,3,10,470
10,10,0,0,2,2,597
5,2,7,6,9,0,742
10,0,2,1,0,7,496
2,2,1,0,1,1,115
2,10,9,3,10,3,809
4,2,3,8,4,2,504
10,6,9,10,3,5,958
8,2,7,10,5,8,900
8,0,10,2,8,8,856
9,5,5,1,2,6,571
10,9,10,10,10,4,996
3,5,8,0,9,10,832
5,6,3,7,6,10,813
0,4,1,10,3,3,506
4,7,3,2,9,2,622
1,6,4,1,6,5,452
7,4,9,2,7,7,820
5,9,8,4,4,6,806
9,7,10,8,7,3,998
8,1,7,2,8,6,694
3,0,6,1,0,8,367
9,0,0,8,9,10,816
6,3,3,5,1,7,596
6,9,2,6,8,6,881
1,7,8,3,10,5,740
5,5,5,7,3,5,674
5,0,9,9,9,5,807
8,7,1,3,6,0,570
4,7,9,1,1,4,610
9,1,10,9,1,6,897
5,5,8,2,7,9,865
7,5,7,7,10,10,905
1,1,8,5,10,6,726
4,1,2,9,0,5,522
4,2,0,2,10,1,412
6,7,10,7,10,7,959
3,7,8,8,3,8,834
1,2,6,0,9,2,529
8,2,5,1,10,2,679
5,6,2,9,3,10,845
10,5,1,7,0,3,620
1,10,0,5,0,1,409
7,1,7,9,5,3,785
6,10,2,5,7,2,779
2,6,8,5,3,8,697
4,5,7,4,6,6,654
3,5,9,7,5,3,759
1,2,4,0,5,3,311
10,10,1,3,1,10,823
10,5,9,6,1,4,758
4,8,9,0,10,10,964
5,2,0,7,7,7,680
7,4,3,1,10,3,672
1,9,9,10,5,8,978
5,5,5,8,6,1,743
9,0,3,9,7,0,678
7,3,3,5,0,4,520
5,7,10,6,4,5,887
5,2,9,1,1,6,533
1,8,4,10,9,2,785
9,0,1,3,4,8,543
2,8,8,4,6,8,887
9,8,8,10,8,7,939
8,1,10,2,3,1,550
6,0,4,4,2,5,472
7,2,7,0,2,9,611
7,6,4,6,2,7,810
8,6,10,10,9,8,994
9,4,7,3,0,6,655
8,6,2,7,2,0,654
6,0,1,7,1,10,545
7,4,1,8,8,2,682
10,3,2,7,7,2,775
3,2,6,5,8,8,658
3,7,2,3,10,8,831
3,0,4,5,9,5,534
2,0,4,0,2,2,215
1,10,4,8,3,10,878
7,5,8,2,8,9,924
2,5,7,10,4,10,847
7,0,7,3,1,9,635
4,1,3,0,4,3,310
5,2,1,6,4,6,552
4,2,9,10,5,7,855
6,10,4,1,4,6,764
1,0,3,1,7,8,369
1,10,5,0,8,8,704
8,10,1,6,4,4,783
1,3,8,9,6,1,630
5,5,1,2,9,9,653
1,9,6,5,7,3,774
8,10,5,10,0,3,805
8,0,1,3,10,1,572
3,9,10,9,6,0,844
8,1,7,3,2,1,493
6,8,7,10,4,4,965
3,0,2,1,0,2,249
6,2,7,9,6,3,824
2,7,10,8,6,4,858
6,6,5,10,10,1,830
1,3,1,5,10,3,611
8,7,5,10,9,2,947
3,6,7,0,8,7,695
6,6,5,1,10,4,797
1,9,10,0,9,0,698
4,5,0,3,10,8,702
0,9,2,3,0,7,505
8,2,1,9,10,3,699
6,5,6,4,7,2,648
3,5,3,8,10,0,710
3,1,1,1,5,7,389
3,2,1,0,8,7,479
10,7,0,3,3,5,736
10,6,7,0,0,5,678
4,2,2,5,3,9,606
4,3,9,0,9,0,621
0,6,9,8,4,6,733
4,3,10,7,1,7,774
5,5,9,10,10,8,934
4,1,3,3,8,1,407
8,5,1,0,1,9,556
7,5,8,0,1,2,445
3,2,0,5,6,8,629
10,1,9,7,8,7,966
10,5,6,5,6,5,855
1,1,1,0,2,5,284
9,9,5,0,1,10,783
1,3,4,1,6,10,581
4,10,9,8,4,5,878
10,10,3,5,5,4,833
6,1,7,7,9,6,786
10,7,3,9,1,2,672
10,9,1,0,5,6,749
5,9,8,10,8,10,973
7,4,8,10,8,6,974
9,2,6,5,5,8,876
9,9,4,8,10,9,912
9,10,9,7,5,1,924
10,10,8,0,0,10,907
5,10,10,9,8,3,912
8,4,6,9,10,4,929
8,6,5,6,4,5,741
6,2,2,4,3,7,626
5,2,8,6,6,8,783
6,6,8,8,1,7,793
0,0,4,1,3,2,247
8,4,5,0,3,4,544
10,7,4,7,8,10,900
0,2,4,10,7,8,728
7,3,9,3,9,0,795
0,1,7,6,9,2,617
6,1,3,6,6,9,784
3,10,8,10,6,6,978
4,10,0,4,1,0,428
3,5,2,10,7,3,760
10,6,2,0,2,1,499
9,1,4,3,4,3,560
0,8,7,4,10,9,890
9,9,0,8,3,2,670
6,8,7,8,9,5,911
4,0,8,4,10,3,642
2,8,2,3,10,9,785
10,1,4,6,10,5,851
9,1,0,0,8,7,610
0,4,5,10,1,5,621
4,0,9,8,1,3,566
4,4,10,7,4,7,848
2,0,8,5,6,7,689
9,8,6,7,5,7,934
1,6,3,2,6,9,689
4,6,8,6,5,1,776
5,1,8,5,7,7,764
3,0,9,3,0,3,416
5,9,6,0,7,9,804
9,5,3,4,10,6,884
6,6,1,3,8,0,559
0,3,5,4,0,2,227
4,2,8,7,9,5,772
4,7,4,4,8,6,709
9,2,7,8,6,10,956
8,6,4,6,5,5,827
4,5,9,9,6,10,997
9,6,10,4,10,1,983
10,1,10,9,9,6,951
8,10,3,10,5,3,901
5,8,2,4,3,9,691
6,7,0,0,5,5,623
9,3,4,2,9,3,722
10,2,7,5,8,10,923
5,7,8,7,9,4,892
3,3,3,5,5,7,552
8,5,1,8,3,2,656
4,3,7,1,9,2,532
4,6,9,8,1,7,853
6,6,10,5,3,10,937
8,2,5,7,9,0,626
1,6,9,5,8,4,786
5,3,4,9,2,4,633
3,5,7,9,6,10,895
4,10,5,9,5,3,752
4,5,9,7,7,9,931
4,6,5,7,10,8,906
6,5,3,1,1,7,514
1,8,2,7,3,0,509
0,9,2,6,0,8,580
10,6,3,5,1,9,811
5,1,0,10,10,10,828
9,1,6,5,10,6,832
1,6,5,2,0,7,510
4,4,7,6,7,3,797
8,0,4,2,6,9,634
3,4,10,1,3,4,603
2,10,6,10,1,0,687
5,7,3,3,4,8,728
3,5,1,8,3,10,718
3,3,1,5,6,1,463
0,10,5,2,4,0,462
4,4,6,5,3,5,694
8,7,1,5,7,4,677
2,9,9,4,3,6,772
2,4,8,2,6,2,496
6,1,5,1,0,8,413
8,9,4,9,4,5,901
3,6,9,9,6,8,904
7,10,3,2,5,9,857
5,3,8,1,10,10,922
4,6,7,8,9,10,915
3,8,3,4,2,5,603
6,9,0,9,2,6,819
3,0,6,9,3,6,649
10,3,10,5,9,5,904
0,10,6,2,9,4,703
8,10,1,5,2,6,689
2,4,9,0,7,3,652
0,6,7,1,7,10,662
1,1,5,0,0,9,376
9,5,0,0,1,2,403
5,9,1,6,2,5,657
3,7,4,10,5,0,618
0,0,3,8,9,9,688
4,10,9,7,1,9,985
4,8,7,8,6,7,945
10,4,1,2,6,10,732
2,6,1,5,10,1,561
9,2,6,5,10,2,818
4,4,3,5,2,8,541
9,9,8,2,2,1,747
1,6,4,5,0,2,477
10,10,1,7,1,5,849
7,10,5,9,9,8,976
10,0,6,5,3,0,493
3,9,0,4,5,3,548
7,7,6,2,3,0,542
7,5,1,7,1,2,564
10,10,5,2,4,0,656
2,1,3,10,6,0,537
4,2,4,6,4,0,498
10,6,2,0,4,2,484
1,10,1,3,1,8,502
1,0,9,6,4,10,614
6,2,6,8,3,2,567
0,0,10,0,5,1,316
10,0,4,5,3,10,691
1,8,7,6,1,7,614
8,0,9,6,4,6,700
4,9,3,1,5,8,722
6,7,4,8,3,2,719
0,9,6,4,4,6,666
9,6,8,1,10,4,857
10,8,10,10,3,7,950
0,2,9,0,5,0,455
3,0,9,6,9,3,715
4,2,1,3,2,2,321
4,7,9,4,6,10,938
1,3,7,10,3,10,741
4,3,1,2,8,6,561
8,2,5,8,3,4,624
6,2,5,7,1,1,532
4,10,6,9,5,4,922
6,9,2,10,3,0,702
5,8,7,9,7,2,842
6,5,10,3,1,3,660
4,7,8,0,3,8,697
6,10,10,9,8,5,928
5,0,8,7,0,9,609
2,4,6,9,0,0,556
5,1,6,4,5,5,574
9,1,6,7,10,9,919
5,2,7,8,3,2,562
1,9,6,9,2,10,847
5,6,2,2,10,9,735
6,1,1,10,10,3,721
1,5,10,0,0,6,533
4,7,10,6,3,1,698
2,10,7,6,5,10,900
3,1,1,0,6,3,326
2,1,10,1,10,1,604
5,10,9,10,6,2,999
6,3,2,0,10,1,498
4,7,3,6,1,5,612
6,0,8,7,8,5,784
1,10,7,2,0,2,446
7,2,2,8,3,4,565
0,5,9,9,9,9,910
7,1,10,6,9,2,817
6,8,7,4,4,2,710
10,0,1,5,7,8,770
4,6,6,1,7,3,578
0,7,4,3,3,5,515
0,1,0,9,6,2,477
4,10,8,10,8,5,937
6,1,0,10,0,0,453
0,7,9,2,7,6,682
6,7,1,2,0,8,534
2,5,6,0,2,1,410
3,2,2,4,3,2,329
0,1,1,6,2,2,242
4,4,3,8,4,9,784
3,8,7,8,10,9,996
1,0,3,3,6,7,505
9,8,8,10,10,6,935
9,8,0,5,9,1,727
3,5,9,5,6,1,703
2,7,2,0,5,4,402
9,2,8,2,7,8,866
3,3,6,7,9,10,874
7,9,3,7,5,2,680
5,4,6,8,7,2,767
6,2,6,7,10,7,911
0,7,1,4,2,7,499
0,1,9,6,6,10,727
2,2,2,6,3,3,352
5,7,9,7,0,9,930
0,5,3,6,7,5,595
0,1,1,3,10,4,443
1,8,7,10,2,5,839
6,3,7,4,5,4,657
6,5,9,3,2,9,731
2,5,6,8,3,6,752
7,10,5,8,10,3,995
2,5,10,6,2,5,636
2,8,3,1,1,1,366
0,2,5,10,2,6,570
8,9,6,0,6,1,626
5,9,1,0,7,7,639
8,0,9,3,10,8,938
8,1,3,9,5,0,687
10,9,8,4,5,6,986
7,9,10,8,3,9,907
5,5,5,3,9,5,769
0,1,7,7,7,7,677
0,9,5,1,1,7,572
0,5,10,3,6,9,732
4,10,10,0,7,10,927
6,4,7,2,4,5,742
3,8,9,7,5,10,893
2,1,0,9,9,6,602
7,7,4,2,1,10,710
2,8,1,0,0,4,291
8,0,3,5,3,3,518
6,7,6,10,7,5,953
9,9,3,5,7,0,723
8,7,6,6,5,2,790
8,5,0,7,5,8,721
7,8,2,8,4,9,842
4,1,4,8,1,2,495
10,2,10,7,9,1,849
10,1,6,10,8,1,829
3,6,4,6,3,2,484
7,9,2,2,2,10,795
6,1,2,10,5,6,650
10,5,7,2,5,5,846
1,8,10,10,3,8,914
2,8,3,6,3,5,714
2,7,4,7,3,10,827
2,7,6,5,8,8,762
0,5,8,1,5,5,563
4,10,2,8,0,3,588
5,4,7,7,1,0,511
3,7,0,10,2,5,658
3,10,3,0,4,0,467
6,9,5,9,2,8,868
7,10,7,0,3,4,700
1,7,3,8,3,5,573
2,10,9,6,9,0,896
1,9,2,1,7,7,611
7,4,8,8,2,2,651
1,10,7,7,4,6,791
3,8,9,6,1,3,622
9,6,6,2,8,10,908
3,10,9,3,4,9,906
1,10,3,9,9,8,900
3,0,9,3,3,6,621
5,3,7,10,2,8,850
2,1,5,3,1,7,438
0,7,6,2,3,7,543
0,0,8,3,10,8,709
0,0,5,7,7,8,693
2,5,5,0,3,7,488
9,9,10,3,5,6,909
2,6,3,1,5,9,585
4,8,0,1,5,0,505
10,3,1,7,0,2,486
5,8,4,10,2,2,763
5,3,9,3,4,0,511
0,2,6,5,4,2,411
10,3,6,4,5,2,687
10,4,0,1,6,8,720
3,5,1,2,2,6,445
4,1,4,7,0,8,594
5,8,4,9,2,9,902
5,10,9,0,5,1,696
1,3,8,1,7,5,508
6,7,0,0,1,8,553
2,9,1,4,5,3,591
8,9,1,10,6,9,997
9,3,8,2,6,8,862
1,8,9,8,1,5,791
8,0,4,7,1,7,674
10,10,5,8,0,0,736
8,9,1,9,6,5,903
4,5,4,1,2,0,425
8,10,10,3,1,1,748
2,0,4,7,7,9,678
1,4,8,6,4,5,656
9,1,7,3,2,9,743
5,1,4,3,1,7,460
1,2,3,9,6,10,731
1,8,10,2,9,9,968
8,9,1,10,0,3,670
3,5,1,7,10,7,718
7,7,1,7,1,8,682
9,3,3,4,8,10,879
2,1,2,0,9,8,544
2,4,1,1,10,7,581
1,7,2,4,4,6,481
9,10,4,0,8,7,906
8,1,1,1,3,2,399
10,10,3,7,4,5,877
7,3,1,0,2,4,399
10,8,0,3,0,2,608
6,9,10,6,6,8,927
6,6,0,5,8,9,793
7,10,4,2,9,5,802
3,2,0,4,1,8,449
5,5,9,1,4,5,737
3,7,9,0,3,2,594
3,0,3,10,10,10,837
10,2,0,3,2,3,388
0,10,3,9,1,0,524
8,7,7,2,10,5,913
8,9,0,7,8,7,935
5,6,9,2,0,9,672
4,10,8,8,2,5,926
2,8,10,10,3,2,733
10,3,5,10,8,2,848
5,2,6,9,5,4,748
10,1,6,6,9,7,920
1,1,4,2,6,0,316
2,7,10,9,1,1,653
4,0,2,2,4,2,358
2,0,1,3,3,5,318
8,4,1,9,1,7,639
6,6,8,2,6,7,831
9,3,5,2,0,8,657
4,3,1,2,9,6,656
2,9,4,4,1,1,438
6,2,6,2,9,2,631
3,9,0,3,8,2,498
5,9,5,10,6,1,884
5,1,10,9,6,6,790
5,4,5,8,5,7,854
0,3,8,1,1,2,308
10,7,4,10,7,6,958
8,5,6,10,2,9,945
6,10,2,7,10,10,921
1,10,1,1,6,8,590
7,4,5,3,4,2,677
5,9,0,6,7,10,862
7,8,5,6,3,0,686
5,8,10,6,7,8,911
6,7,3,8,5,8,816
4,9,5,1,0,2,530
5,1,1,3,5,9,551
3,10,9,4,3,7,835
0,8,3,6,1,4,488
10,4,7,2,2,9,782
1,5,2,3,6,4,488
7,4,6,0,3,6,613
4,4,3,5,4,2,463
8,3,2,2,6,9,750
0,6,5,6,9,6,738
1,6,9,10,3,7,785
1,3,10,5,0,10,718
3,7,2,3,4,8,678
7,0,8,0,10,6,809
10,7,3,8,9,2,883
0,5,2,9,6,4,579
0,5,9,5,4,3,673
10,6,2,6,8,8,875
6,10,5,3,10,2,893
9,2,9,10,6,9,912
1,8,4,4,6,2,635
9,1,5,0,3,6,501
10,0,5,6,5,0,661
3,3,3,1,2,9,472
3,1,6,6,3,9,634
10,2,9,0,5,3,758
2,3,10,0,10,4,674
9,1,9,1,2,1,526
5,4,1,2,5,6,570
8,0,7,1,3,2,432
9,0,3,3,10,3,650
10,0,7,10,0,4,693
9,8,8,3,3,7,946
8,9,3,9,0,4,849
1,9,3,1,5,4,542
6,10,10,2,4,0,654
6,9,0,4,3,9,794
2,2,3,9,2,10,674
0,2,2,4,8,4,500
8,2,2,5,9,8,775
7,8,9,9,9,8,911
10,3,1,7,3,5,640
10,0,9,0,3,10,754
1,7,10,3,7,8,776
5,4,2,3,7,5,634
1,9,10,3,5,1,663
8,4,0,10,8,8,935
6,4,0,0,1,5,450
0,3,8,10,10,4,813
5,10,9,1,8,2,771
0,9,10,8,0,4,652
3,0,0,2,5,7,480
2,6,3,6,5,0,521
2,5,5,1,5,0,487
7,2,8,5,8,2,736
5,1,0,6,4,8,569
1,5,8,5,5,4,603
4,3,6,9,3,2,590
0,5,5,4,9,10,815
5,9,0,9,7,2,763
4,5,3,5,8,10,798
9,2,5,10,6,8,891
1,1,0,6,8,6,480
4,10,7,2,7,9,961
5,3,4,3,0,1,393
7,1,7,2,4,0,417
10,6,6,1,2,0,584
4,3,4,7,4,4,610
6,10,10,7,4,4,980
3,5,5,8,5,0,559
3,7,9,3,3,9,743
7,10,10,5,2,9,965
6,10,5,10,2,10,988
4,8,4,3,6,4,691
5,5,6,5,5,10,825
0,8,6,10,2,3,657
5,3,0,5,9,7,674
1,5,8,6,9,4,761
6,10,1,3,10,2,737
4,1,9,7,1,5,653
4,1,8,7,10,10,924
4,5,0,9,7,1,569
9,3,2,6,10,7,915
1,10,9,3,9,2,750
3,10,8,0,6,9,833
4,3,4,10,1,1,574
9,6,1,3,7,7,773
5,5,4,9,4,0,626
8,1,10,7,5,5,919
10,0,8,8,1,5,746
6,5,8,5,7,9,984
5,10,4,5,8,10,920
8,0,2,6,4,5,548
7,4,0,7,9,9,839
8,4,2,2,4,8,675
5,3,8,0,0,10,565
1,4,5,7,7,7,662
10,10,5,10,9,7,980
9,4,3,1,8,4,722
1,3,9,3,9,10,841
6,9,7,7,2,7,852
10,7,1,10,6,8,941
